platform,product_id,old_quantity,new_quantity,difference,run_timestamp,stock_AS-PL,stock_Abakus,stock_Airstal,stock_JPGROUP,stock_NTY,stock_Primeturbo,stock_Storm,stock_eminia trading
TIELEHABERDER,A0183,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0186,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0187,3,7,4,20250812_135901,7,0,0,0,0,0,0,0
TIELEHABERDER,A0188,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0189,3,8,5,20250812_135901,8,0,0,0,0,0,0,0
TIELEHABERDER,A0190,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0190BOSCHP,3,5,2,20250812_135901,5,0,0,0,0,0,0,0
TIELEHABERDER,A0190P,3,20,17,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0190P,3,20,17,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0190PINA,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0190PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0191,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0192,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0193,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0194,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0194S,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0194SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0195,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0196,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0197,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0198,3,1,-2,20250812_135901,1,0,0,0,0,0,0,0
TIELEHABERDER,A0199,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0199P,3,7,4,20250812_135901,7,0,0,0,0,0,0,0
TIELEHABERDER,A0199PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0199SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0200,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0200PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0200SR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0201,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0203,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0204,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0205,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0205PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0205SR,3,4,1,20250812_135901,4,0,0,0,0,0,0,0
TIELEHABERDER,A0206,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0206SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0207,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0208,3,8,5,20250812_135901,8,0,0,0,0,0,0,0
TIELEHABERDER,A0208S,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0208SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0209,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0209PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
